date_pub,statut_ex,bib,pret,diff_datecreation_datepub,acces,acq,indice
1970,19,SJA,0,51,direct,don,65
2016,19,SCIEN,1,0,direct,achat,00
2004,19,DROIT,0,12,direct,don,34
2011,19,DROIT,1,5,direct,don,34
2001,19,DROIT,0,15,direct,don,34
2015,19,DROIT,1,1,direct,achat,34
1934,19,DROIT,0,81,direct,achat,numinv
1934,19,DROIT,0,81,direct,achat,numinv
2016,19,SJA,1,0,direct,achat,37
2015,19,SJA,0,2,direct,achat,WB
2016,19,SJA,1,1,direct,achat,WB
2015,19,DROIT,1,2,direct,achat,34
2014,19,DROIT,0,2,direct,achat,34
2016,19,DROIT,1,0,direct,achat,34
2015,19,DROIT,1,1,direct,achat,34
2006,19,DROIT,0,10,direct,don,32
1973,19,SJA,0,47,direct,achat,33
1990,19,SJA,0,28,direct,don,33
2016,19,SJA,0,0,direct,achat,65
2016,19,DROIT,1,0,direct,achat,34
2016,19,DROIT,1,0,direct,achat,34
2016,19,SCIEN,1,0,direct,achat,64
1969,19,LASH,0,51,indirect,achat,numinv
2008,19,LASH,1,9,direct,achat,78
2008,19,LASH,0,9,direct,achat,78
2017,19,MEDP,1,0,direct,achat,WG
2016,19,DROIT,1,0,indirect,achat,numinv
2009,19,SJA,0,12,direct,don,33
2012,19,DROIT,1,3,direct,don,34
2011,19,LASH,1,8,direct,don,18
1976,19,SJA,0,44,direct,achat,33
2012,19,DROIT,1,7,direct,achat,34
1999,19,SJA,0,22,direct,achat,33
2013,19,EPU,1,3,direct,achat,00
1996,19,SJA,0,22,direct,don,37
1972,19,DROIT,0,43,direct,achat,numinv
2014,19,DROIT,1,1,direct,achat,34
1991,19,LASH,0,24,direct,don,44
2014,19,LASH,1,1,direct,achat,41
2009,19,LASH,1,6,direct,achat,79
1961,19,DROIT,0,55,direct,achat,numinv
2014,19,LASH,0,1,indirect,don,numinv
1970,19,DROIT,0,46,direct,achat,numinv
2008,19,SCIEN,1,11,direct,achat,61
1967,19,LASH,1,51,direct,don,84
2012,19,EPU,1,4,direct,achat,42
2013,19,DROIT,1,4,direct,achat,34
1986,19,SJA,0,31,direct,don,57
1997,19,LASH,1,18,direct,achat,19
1998,19,LASH,1,17,direct,don,93
2013,19,DROIT,1,5,direct,don,35
2013,19,DROIT,1,2,direct,achat,34
2014,19,DROIT,1,1,indirect,achat,numinv
2014,19,SJA,1,1,direct,achat,33
2014,19,SJA,1,1,direct,achat,33
1967,19,DROIT,0,48,direct,achat,numinv
2008,19,SJA,0,9,direct,achat,33
1964,19,DROIT,0,51,direct,achat,numinv
1961,19,DROIT,0,54,direct,achat,numinv
2013,19,SJA,1,2,direct,achat,32
2010,19,LASH,0,6,direct,achat,29
2009,19,SJA,1,7,direct,don,33
2011,19,DROIT,0,10,direct,don,30
2013,19,LASH,0,2,indirect,achat,numinv
2013,19,EPU,0,6,direct,achat,33
1997,19,DROIT,0,19,indirect,don,numinv
2007,19,EPU,0,9,direct,achat,61
2007,19,EPU,1,9,direct,achat,61
1970,19,SJA,1,46,direct,don,30
2005,19,LASH,1,12,direct,achat,15
2015,19,LASH,1,0,direct,achat,30
1970,19,DROIT,1,45,direct,achat,numinv
1994,19,LASH,1,21,direct,don,44
1971,19,LASH,0,45,direct,don,79
1975,19,DROIT,0,40,direct,achat,34
2002,19,SJA,0,14,direct,don,42
2002,19,SJA,0,14,direct,don,42
2012,19,DROIT,1,4,direct,don,34
1992,19,LASH,0,24,direct,achat,19
1992,19,LASH,0,24,direct,achat,19
1992,19,LASH,1,24,direct,achat,19
1952,19,DROIT,0,63,direct,achat,numinv
2009,19,LASH,1,6,direct,don,44
2014,19,EPU,1,1,direct,achat,84
1997,19,LASH,0,20,indirect,don,numinv
2014,19,SJA,1,2,direct,achat,65
1999,19,LASH,1,17,direct,achat,11
2016,19,MEDP,0,5,direct,achat,WY
1996,19,LASH,1,24,direct,don,94
2000,19,LASH,1,15,direct,don,44
2016,19,SCIEN,1,0,direct,achat,51
1965,19,DROIT,0,51,indirect,don,numinv
1981,19,SJA,0,38,direct,achat,30
2014,19,LASH,1,6,direct,achat,15
2015,19,STAPS,1,1,direct,achat,65
2015,19,SJA,1,1,direct,achat,30
2015,19,DROIT,1,1,direct,achat,34
2016,19,STAPS,1,1,direct,achat,61
2014,19,LASH,1,4,direct,achat,94
2014,19,LASH,1,4,direct,achat,94
2014,19,LASH,1,5,direct,achat,94
2015,19,DROIT,1,1,direct,achat,34
2005,19,SJA,1,11,direct,don,33
2000,19,SJA,0,16,direct,don,33
2014,19,LASH,1,1,direct,achat,07
2013,19,LASH,0,2,direct,don,41
1958,19,LASH,0,58,direct,achat,16
1997,19,LASH,1,24,direct,don,81
1977,19,DROIT,0,38,direct,achat,numinv
2015,19,SJA,1,0,direct,achat,33
1988,19,LASH,1,28,indirect,don,numinv
2007,19,LASH,0,13,direct,achat,30
2013,19,LASH,1,4,direct,achat,30
2013,19,MEDP,0,4,direct,achat,QW
2016,19,SCIEN,1,0,direct,achat,57
1998,19,LASH,0,22,indirect,achat,numinv
2015,18,MEDP,1,0,direct,achat,WS
1967,19,DROIT,0,48,direct,achat,numinv
2016,19,DROIT,1,0,direct,achat,32
1998,19,SJA,1,19,direct,don,30
2000,19,SJA,1,16,direct,don,33
2010,19,LASH,1,5,direct,achat,65
1973,19,SJA,0,47,direct,achat,33
2016,19,SJA,0,0,direct,achat,WE
1989,19,LASH,0,27,indirect,don,numinv
2007,19,LASH,1,9,direct,achat,15
2014,19,MEDP,0,5,direct,achat,WE
1997,19,DROIT,0,18,direct,don,32
1952,19,DROIT,0,63,direct,achat,numinv
1918,19,DROIT,0,97,direct,achat,numinv
2007,19,LASH,0,8,direct,don,83
2015,19,DROIT,1,1,direct,achat,34
2016,18,ARCHE,0,0,direct,achat,WB
2016,18,MEDP,1,0,direct,achat,W 
2016,18,ARCHE,0,0,direct,achat,W 
2014,19,DROIT,0,2,direct,achat,34
2014,19,DROIT,1,2,direct,achat,35
2003,19,SJA,0,16,direct,don,37
1972,19,SJA,0,47,direct,achat,36
2003,19,SCIEN,0,14,direct,achat,51
1976,19,DROIT,0,39,direct,achat,numinv
2014,19,DROIT,1,1,direct,achat,34
1982,19,DROIT,0,33,direct,achat,numinv
2014,19,STAPS,1,2,direct,achat,79
2014,19,LASH,1,2,direct,achat,37
2015,19,EPU,1,1,direct,achat,00
2014,19,SJA,1,7,direct,achat,33
2014,19,SCIEN,1,1,direct,achat,00
2014,19,SCIEN,1,1,direct,achat,00
2014,19,DROIT,1,2,direct,achat,34
1968,19,LASH,0,52,indirect,achat,numinv
2012,19,SJA,1,6,direct,achat,33
1951,19,DROIT,0,64,direct,achat,numinv
2003,19,LASH,0,12,direct,don,44
1999,19,LASH,1,16,direct,don,44
2004,19,LASH,1,15,direct,achat,94
1974,19,DROIT,0,41,direct,achat,numinv
2014,19,LASH,1,1,direct,don,11
2014,19,EPU,0,2,direct,achat,62
2014,19,SJA,1,3,direct,achat,65
2014,19,LASH,1,1,direct,achat,15
2014,19,SJA,1,1,direct,achat,51
2015,19,DROIT,1,1,direct,achat,34
2016,19,DROIT,0,0,direct,achat,34
1978,19,LASH,0,37,direct,don,73
2014,19,SJA,1,1,direct,don,30
2004,19,LASH,1,11,direct,don,44
2009,19,LASH,1,6,direct,achat,29
2013,19,EPU,0,7,direct,don,30
2016,19,DROIT,0,0,direct,achat,34
2015,19,SCIEN,1,1,direct,achat,51
2016,19,SCIEN,1,0,direct,achat,51
2015,19,SCIEN,0,1,direct,achat,51
1982,19,DROIT,0,34,direct,achat,numinv
2007,19,LASH,1,8,direct,don,44
1985,19,LASH,1,31,direct,achat,94
2015,19,LASH,1,1,direct,achat,30
2014,19,MEDP,1,2,direct,achat,W 
1979,19,LASH,0,37,indirect,don,numinv
1987,19,LASH,1,29,direct,achat,19
1959,19,LASH,1,57,direct,achat,71
1946,19,LASH,1,70,direct,achat,19
1952,19,LASH,0,64,direct,achat,12
1991,19,LASH,0,28,direct,achat,94
2001,19,LASH,0,20,direct,achat,82
2002,19,LASH,1,13,direct,don,93
2009,19,LASH,1,6,direct,achat,37
2014,19,DROIT,0,1,direct,achat,34
2014,19,LASH,1,1,direct,achat,78
2012,19,EPU,1,3,direct,achat,51
2016,19,LASH,0,0,direct,achat,91
1993,19,SJA,0,26,direct,don,30
2014,19,MEDP,1,1,direct,achat,QV
2015,18,SJA,1,0,direct,achat,61
2015,18,ARCHE,0,0,direct,achat,WT
2015,18,MEDP,1,0,direct,achat,WB
2014,18,MEDP,1,1,direct,achat,WI
2014,18,ARCHE,1,1,direct,achat,WE
2015,18,MEDP,1,0,direct,achat,WB
2014,19,SJA,1,1,direct,achat,65
2014,19,LASH,1,2,direct,achat,00
1937,19,DROIT,0,78,direct,achat,numinv
2014,19,DROIT,1,2,indirect,don,numinv
2014,19,DROIT,0,1,indirect,achat,numinv
2009,19,LASH,1,6,direct,don,85
1989,19,SJA,0,30,direct,don,30
2000,19,LASH,0,15,indirect,don,numinv
1983,19,DROIT,1,32,direct,don,34
2002,19,DROIT,0,13,direct,don,34
2015,18,MEDP,1,0,direct,achat,WB
1874,19,DROIT,0,141,direct,achat,numinv
1894,19,DROIT,0,121,direct,achat,numinv
2015,18,ARCHE,1,0,direct,achat,WH
1970,19,DROIT,0,45,direct,don,34
2014,19,STAPS,1,1,direct,achat,61
2015,19,STAPS,1,0,direct,achat,79
1999,19,DROIT,0,19,direct,achat,34
1895,19,DROIT,0,120,direct,achat,numinv
2020,19,MEDP,0,0,direct,achat,QW
2015,18,MEDP,1,0,direct,achat,WO
2015,19,DROIT,0,0,direct,achat,34
2014,19,SCIEN,1,1,direct,don,50
2006,19,LASH,0,13,direct,achat,94
2015,19,SCIEN,0,0,direct,achat,33
1978,19,LASH,0,42,direct,achat,19
1994,19,LASH,1,26,direct,achat,19
1947,19,SJA,0,73,direct,achat,33
2012,19,LASH,1,3,direct,achat,80
2018,19,SJA,1,2,direct,achat,33
2003,19,SJA,0,17,direct,achat,65
2015,19,DROIT,1,0,direct,achat,34
1968,19,LASH,0,52,indirect,achat,numinv
2014,19,LASH,0,1,direct,achat,40
2014,19,LASH,1,1,direct,achat,80
2004,19,SJA,0,11,direct,achat,33
1972,19,LASH,0,48,indirect,achat,numinv
2020,19,DROIT,1,0,direct,achat,34
2014,19,LASH,1,1,direct,achat,15
1960,19,LASH,0,60,indirect,achat,numinv
1975,19,LASH,0,45,indirect,achat,numinv
2013,19,LASH,1,2,direct,achat,30
2015,19,LASH,1,0,direct,achat,79
2018,19,SCIEN,0,2,direct,achat,52
1969,19,LASH,0,51,indirect,achat,numinv
2014,19,LASH,1,1,direct,achat,79
2015,19,LASH,1,0,direct,achat,80
2015,19,MEDP,1,0,direct,achat,WL
2015,19,MEDP,0,0,direct,achat,WM
2020,19,DROIT,0,0,direct,achat,34
1997,19,LASH,0,23,indirect,achat,numinv
1967,19,LASH,0,53,indirect,achat,numinv
1955,19,SJA,0,65,direct,achat,33
2015,19,SCIEN,1,0,direct,achat,62
2012,19,SJA,1,3,direct,achat,42
2014,19,SJA,1,1,direct,achat,65
2014,19,DROIT,1,1,direct,achat,34
2015,19,DROIT,1,0,direct,achat,34
2015,19,SCIEN,1,0,direct,achat,65
2014,19,LASH,0,1,direct,achat,41
2013,19,SCIEN,1,2,direct,don,00
1968,19,LASH,0,52,indirect,achat,numinv
2014,19,STAPS,1,1,direct,achat,79
2014,19,DROIT,1,1,direct,achat,34
1961,19,LASH,0,59,indirect,achat,numinv
1955,19,DROIT,1,60,direct,achat,numinv
2014,18,MEDP,1,1,direct,achat,WJ
2014,18,SJA,0,1,direct,achat,WL
2019,19,SCIEN,0,1,direct,achat,57
2019,19,SCIEN,0,1,direct,achat,59
1967,19,LASH,0,53,indirect,achat,numinv
1949,19,LASH,0,71,indirect,achat,numinv
2015,19,SJA,1,0,direct,achat,WB
1997,19,DROIT,0,18,direct,achat,numinv
2020,19,DROIT,1,0,direct,achat,34
2020,19,DROIT,1,0,direct,achat,34
2015,19,SCIEN,1,0,direct,achat,51
1956,19,LASH,0,64,direct,achat,10
2020,19,DROIT,1,0,direct,achat,34
2020,19,DROIT,1,0,direct,achat,34
1928,19,LASH,0,92,indirect,achat,numinv
2019,18,SJA,0,1,direct,achat,WP
1966,19,LASH,0,54,indirect,achat,numinv
1989,19,LASH,1,32,direct,don,15
1993,19,SJA,1,23,direct,achat,30
2020,19,SCIEN,1,0,direct,achat,63
1933,19,LASH,0,87,indirect,achat,numinv
2014,19,DROIT,1,1,direct,achat,34
2003,19,DROIT,0,12,direct,don,34
2014,19,DROIT,1,1,direct,achat,34
1997,19,LASH,1,19,direct,don,46
1987,18,LASH,1,28,direct,achat,45
2016,19,MEDP,1,0,direct,don,QZ
1997,19,LASH,1,18,direct,achat,84
2008,19,DROIT,1,7,direct,don,34
2014,19,SJA,1,1,direct,achat,65
1972,19,DROIT,0,43,direct,achat,numinv
1998,19,DROIT,1,17,direct,achat,numinv
2015,19,SCIEN,1,0,direct,achat,51
2015,19,EPU,1,0,direct,achat,51
2015,19,DROIT,1,1,direct,achat,02
2015,19,ARCHE,1,0,direct,achat,QY
2014,19,MEDP,1,1,direct,achat,WF
2015,19,SJA,1,0,direct,achat,33
2010,19,STAPS,0,5,direct,don,79
1995,19,LASH,0,22,direct,don,15
2015,19,LASH,1,0,direct,achat,42
2015,19,LASH,1,0,direct,achat,30
1965,19,LASH,0,55,indirect,achat,numinv
2020,18,MEDP,0,0,direct,achat,QZ
2015,19,MEDP,1,0,direct,achat,WG
2020,19,DROIT,1,0,direct,achat,34
1991,19,DROIT,0,24,direct,don,34
1989,19,LASH,1,26,indirect,don,numinv
2005,19,SJA,0,11,direct,achat,30
1980,19,LASH,0,40,indirect,achat,numinv
1982,19,LASH,0,38,indirect,achat,numinv
1998,19,SJA,1,17,direct,achat,33
2014,19,SJA,1,1,direct,achat,65
1991,19,LASH,0,29,indirect,achat,numinv
1986,19,LASH,0,34,indirect,achat,numinv
2019,19,DROIT,1,1,direct,achat,37
2014,19,SJA,1,1,direct,achat,65
1880,19,DROIT,0,135,direct,achat,numinv
2015,19,MEDP,1,0,direct,achat,WL
2008,19,DROIT,1,7,direct,don,34
2000,19,DROIT,0,15,direct,don,34
1963,19,LASH,0,57,indirect,achat,numinv
1971,19,LASH,0,49,indirect,achat,numinv
2015,18,SJA,1,0,direct,achat,61
2015,18,ARCHE,1,0,direct,achat,WT
2015,18,SJA,1,0,direct,achat,61
2015,18,MEDP,1,0,direct,achat,WE
1967,19,LASH,0,53,indirect,achat,numinv
1930,19,LASH,0,90,indirect,achat,numinv
2014,19,SJA,1,1,direct,achat,65
2017,19,MEDP,0,3,direct,achat,WY
1971,19,SJA,0,49,direct,achat,33
1971,19,LASH,0,49,indirect,achat,numinv
2014,19,LASH,1,1,direct,achat,65
2014,19,SJA,1,1,direct,achat,65
2014,19,SJA,1,2,direct,achat,65
2015,18,SJA,1,0,direct,achat,61
1964,19,LASH,0,56,indirect,achat,numinv
1996,19,LASH,0,24,indirect,achat,numinv
2015,19,LASH,1,0,direct,achat,06
2020,19,LASH,0,0,direct,achat,75
1974,19,LASH,0,46,indirect,achat,numinv
1911,19,LASH,0,109,indirect,achat,numinv
1972,19,LASH,0,48,indirect,achat,numinv
2014,19,LASH,1,1,direct,achat,65
2014,19,LASH,1,1,direct,achat,02
1995,19,LASH,0,25,direct,achat,42
2015,18,SJA,1,0,direct,achat,61
2015,19,SCIEN,1,0,direct,achat,53
2012,19,MEDP,1,3,direct,achat,WV
1980,19,DROIT,1,35,direct,achat,numinv
1983,19,DROIT,0,32,direct,achat,numinv
1998,19,LASH,0,22,direct,achat,17
1952,19,SJA,0,68,direct,achat,33
2019,19,SJA,0,1,direct,achat,33
2019,19,SJA,1,1,direct,achat,WQ
1973,19,LASH,0,47,indirect,achat,numinv
2015,19,LASH,0,0,direct,achat,79
2007,19,LASH,1,8,direct,achat,19
1975,19,LASH,0,45,indirect,achat,numinv
2013,19,LASH,0,5,direct,achat,78
2015,19,DROIT,1,0,direct,achat,34
2020,19,SCIEN,1,0,direct,achat,54
2017,19,LASH,1,3,direct,achat,84
2013,19,MEDP,1,2,direct,achat,WL
2015,19,LASH,1,0,direct,achat,30
2010,19,LASH,1,10,direct,achat,15
1961,19,DROIT,0,54,direct,achat,numinv
1954,19,LASH,0,66,indirect,achat,numinv
2004,19,SJA,0,16,direct,don,33
2000,19,LASH,0,15,indirect,don,numinv
1977,19,LASH,1,38,direct,don,84
2015,19,LASH,0,0,direct,don,80
2015,19,EPU,1,1,direct,achat,00
2015,19,SCIEN,1,0,direct,achat,00
2013,19,LASH,1,2,direct,achat,19
2000,19,SJA,0,19,direct,achat,33
2007,19,DROIT,0,13,direct,don,33
1921,19,LASH,0,99,indirect,achat,numinv
1988,19,SJA,0,32,direct,don,33
1980,19,SJA,0,40,direct,achat,51
1966,19,LASH,0,54,indirect,achat,numinv
2015,19,DROIT,1,0,direct,achat,34
2014,19,DROIT,1,1,direct,achat,34
1957,19,LASH,0,63,indirect,achat,numinv
1969,19,LASH,0,51,indirect,achat,numinv
2019,19,SJA,1,1,direct,achat,30
2020,19,SCIEN,0,0,direct,achat,51
2020,19,SCIEN,1,0,direct,achat,51
2015,19,DROIT,0,0,direct,achat,37
2015,19,LASH,1,0,direct,achat,30
2017,19,SJA,0,3,direct,achat,30
2014,19,LASH,0,1,direct,achat,85
2012,19,SJA,0,8,direct,achat,33
1971,19,LASH,0,49,indirect,achat,numinv
2013,19,LASH,1,2,direct,achat,79
1957,19,LASH,1,58,direct,don,84
2015,18,MEDP,1,0,direct,achat,WB
2015,18,MEDP,1,0,direct,achat,WO
2015,19,SCIEN,1,0,direct,achat,00
2015,19,SCIEN,1,0,direct,achat,00
2010,19,SJA,1,7,direct,don,37
2009,19,LASH,0,10,direct,achat,94
2014,19,LASH,1,1,direct,achat,93
1919,19,DROIT,1,96,direct,achat,numinv
1947,19,DROIT,0,68,direct,achat,numinv
1948,19,DROIT,0,67,direct,achat,numinv
1949,19,DROIT,0,66,direct,achat,numinv
2007,19,SJA,1,8,direct,don,30
2014,19,LASH,0,1,direct,achat,78
2010,19,SJA,1,7,direct,don,RO
2010,19,SJA,0,5,direct,don,33
2015,19,DROIT,0,0,direct,don,35
1996,19,LASH,1,19,direct,don,90
1966,19,SJA,0,54,direct,don,33
2015,19,DROIT,1,0,direct,don,34
2020,19,STAPS,1,0,direct,achat,61
2006,19,LASH,1,9,direct,don,85
2004,19,LASH,0,11,direct,don,85
1999,19,DROIT,0,16,direct,don,34
2011,19,LASH,1,4,direct,don,94
1962,19,SJA,0,58,direct,achat,33
1959,19,SJA,0,61,direct,achat,65
2015,19,DROIT,1,0,direct,don,34
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2015,19,SJA,1,0,direct,achat,33
2020,19,MEDP,0,0,direct,achat,WY
2018,19,STAPS,0,2,direct,don,79
2018,19,LASH,0,2,direct,achat,94
1992,19,LASH,0,28,direct,achat,84
2016,19,LASH,1,4,direct,achat,80
2014,19,DROIT,1,1,direct,achat,34
2014,19,MEDP,1,1,direct,achat,WL
2011,19,LASH,1,4,direct,don,85
1938,19,LASH,0,82,direct,achat,12
1962,19,LASH,0,58,indirect,achat,numinv
2014,19,MEDP,1,1,direct,achat,WY
2015,19,MEDP,1,0,direct,achat,W 
2020,19,SCIEN,1,0,direct,achat,61
2015,19,SCIEN,1,0,direct,achat,57
2013,19,SCIEN,1,2,direct,achat,59
2015,19,SCIEN,1,0,direct,achat,59
2015,19,SCIEN,1,0,direct,achat,59
2020,19,SJA,0,1,direct,achat,33
2020,19,SCIEN,0,0,direct,achat,51
2005,19,DROIT,0,10,direct,don,34
1970,19,SJA,0,50,direct,achat,33
1967,19,SJA,0,53,direct,achat,33
2015,18,SJA,1,0,direct,achat,WB
2015,18,ARCHE,1,0,direct,achat,WJ
1979,19,LASH,0,41,indirect,achat,numinv
1959,19,LASH,0,61,indirect,achat,numinv
2015,19,MEDP,1,0,direct,achat,WY
1973,19,LASH,1,47,indirect,achat,numinv
2014,19,LASH,1,1,direct,achat,78
1974,19,LASH,0,41,direct,don,86
2014,19,EPU,1,1,direct,achat,00
1989,19,DROIT,0,26,direct,don,34
1939,19,LASH,0,81,indirect,achat,numinv
2013,19,LASH,0,2,direct,achat,89
2012,19,LASH,0,3,direct,achat,89
1948,19,LASH,0,72,direct,achat,19
2014,19,STAPS,1,1,direct,achat,79
1966,19,LASH,0,54,indirect,achat,numinv
2015,19,MEDP,1,0,direct,achat,WY
2014,19,MEDP,1,1,direct,achat,WY
2015,19,MEDP,1,0,direct,achat,WY
1971,19,SJA,0,49,direct,achat,33
1979,19,LASH,1,36,direct,don,37
1997,19,DROIT,0,18,direct,achat,numinv
2015,19,SJA,1,0,direct,achat,QT
2005,19,LASH,1,10,direct,achat,80
2015,18,ARCHE,0,0,direct,achat,WB
1904,19,DROIT,0,111,direct,achat,numinv
1997,19,LASH,0,18,direct,don,84
1979,19,LASH,1,37,direct,achat,19
2014,19,DROIT,1,1,direct,achat,34
2014,19,DROIT,1,1,direct,achat,34
2007,19,SJA,1,11,direct,don,RO
2014,19,LASH,1,1,direct,achat,93
1902,19,DROIT,0,113,direct,achat,numinv
1953,19,LASH,0,67,indirect,achat,numinv
1960,19,LASH,0,60,indirect,achat,numinv
1978,19,LASH,0,42,indirect,achat,numinv
1998,19,LASH,0,22,indirect,achat,numinv
1983,19,LASH,0,37,indirect,achat,numinv
1966,19,LASH,0,54,indirect,achat,numinv
2020,19,DROIT,1,0,direct,achat,34
1990,19,SJA,0,27,direct,don,33
2020,19,DROIT,1,0,direct,achat,34
2013,19,LASH,1,7,direct,achat,46
2009,19,SJA,0,10,direct,achat,65
1968,19,LASH,0,52,indirect,achat,numinv
2020,19,MEDP,0,0,direct,achat,WP
1988,19,SJA,0,33,direct,don,65
2020,19,EPU,1,0,direct,achat,65
2020,19,SCIEN,1,0,direct,achat,51
2020,19,DROIT,1,0,direct,achat,34
1980,19,DROIT,0,35,direct,achat,numinv
1995,19,LASH,0,24,direct,achat,94
2020,19,SCIEN,0,0,direct,achat,65
1995,19,LASH,0,25,indirect,achat,numinv
2003,19,SJA,0,17,direct,don,32
2020,19,DROIT,1,0,direct,achat,34
1958,19,SJA,0,62,direct,achat,33
1973,19,LASH,0,48,indirect,achat,numinv
1982,19,LASH,0,39,indirect,achat,numinv
1957,19,LASH,0,63,indirect,achat,numinv
1985,19,LASH,0,36,direct,don,15
1997,19,LASH,1,23,direct,achat,43
1969,19,LASH,0,52,indirect,achat,numinv
1980,19,LASH,0,41,indirect,achat,numinv
1957,19,LASH,0,64,indirect,achat,numinv
2008,19,SJA,0,8,direct,don,32
2020,19,SCIEN,0,0,direct,achat,63
1965,19,LASH,0,56,indirect,achat,numinv
1966,19,LASH,0,55,indirect,achat,numinv
2020,19,LASH,1,0,direct,achat,46
1974,19,LASH,0,46,indirect,achat,numinv
1976,19,LASH,0,44,direct,achat,19
2010,19,SJA,1,10,direct,don,65
1970,19,SJA,0,50,direct,achat,33
2018,19,LASH,1,2,direct,achat,94
2020,18,MEDP,1,0,direct,achat,WG
2018,19,LASH,0,2,direct,achat,48
1971,19,SJA,0,49,direct,achat,65
2020,19,MEDP,1,0,direct,achat,WA
1998,19,LASH,1,22,direct,achat,18
2019,19,MEDP,0,1,direct,achat,WM
2005,19,LASH,0,15,direct,achat,86
2020,19,LASH,1,0,direct,achat,15
2019,19,LASH,0,1,direct,achat,78
1994,19,LASH,1,23,direct,don,12
1963,19,SJA,0,57,direct,achat,33
2020,19,EPU,0,1,direct,achat,57
2020,19,SCIEN,1,0,direct,achat,57
2020,19,MEDP,0,0,direct,achat,QH
2020,19,SCIEN,0,0,direct,achat,61
2020,19,SCIEN,1,0,direct,achat,61
2020,19,MEDP,0,0,direct,achat,QS
2020,19,MEDP,0,0,direct,achat,QC
2020,19,MEDP,0,0,direct,achat,W 
2020,19,LASH,0,0,direct,achat,91
2020,19,EPU,0,0,direct,achat,62
2018,19,MEDP,1,2,direct,achat,P 
1965,19,LASH,0,55,indirect,achat,numinv
1971,19,LASH,0,50,indirect,achat,numinv
1974,19,LASH,0,46,indirect,achat,numinv
2018,19,DROIT,0,2,direct,don,30
2019,19,LASH,1,1,direct,achat,19
2019,19,LASH,1,2,direct,achat,85
1958,19,LASH,0,63,indirect,achat,numinv
1985,19,SJA,0,36,direct,don,33
1983,19,LASH,0,38,indirect,achat,numinv
1973,19,LASH,1,48,direct,don,30
2010,19,SJA,1,10,direct,achat,33
1993,19,LASH,0,27,indirect,achat,numinv
2008,19,LASH,0,9,indirect,don,numinv
2019,19,MEDP,1,1,direct,achat,WL
1973,19,LASH,0,47,indirect,achat,numinv
1965,19,SJA,0,55,direct,achat,33
2020,19,DROIT,0,1,direct,don,32
1968,19,LASH,0,52,indirect,achat,numinv
2020,19,LASH,1,0,direct,achat,32
2019,19,MEDP,0,1,direct,achat,W 
2019,19,SJA,1,1,direct,achat,65
1986,19,SJA,0,35,direct,don,33
1997,19,SJA,0,23,direct,don,33
2020,19,DROIT,1,0,direct,achat,34
2020,19,DROIT,1,0,direct,achat,34
2016,19,LASH,1,4,direct,achat,15
2019,19,LASH,0,1,direct,don,30
2011,19,LASH,0,9,direct,don,98
1967,19,LASH,0,53,indirect,achat,numinv
2020,19,SCIEN,1,0,direct,achat,63
2020,19,SJA,1,0,direct,achat,00
2017,19,LASH,0,3,indirect,don,numinv
2020,19,DROIT,1,0,direct,achat,34
2020,19,DROIT,1,0,direct,achat,34
2018,19,SCIEN,0,2,direct,achat,63
1971,19,LASH,0,49,indirect,achat,numinv
1953,19,LASH,0,67,direct,achat,19
1969,19,LASH,0,51,indirect,achat,numinv
2020,19,LASH,0,0,direct,achat,75
2011,19,LASH,0,9,direct,achat,43
2017,19,LASH,1,3,direct,achat,43
2000,19,LASH,0,20,indirect,achat,numinv
1975,19,SJA,0,45,direct,don,30
1948,19,LASH,0,72,indirect,achat,numinv
2017,19,SJA,1,3,direct,achat,65
2019,19,EPU,0,2,direct,don,65
2018,19,LASH,0,2,direct,achat,19
1985,19,LASH,0,35,indirect,achat,numinv
2019,19,EPU,1,1,direct,achat,00
2003,19,LASH,0,14,indirect,don,numinv
1998,19,LASH,0,23,direct,don,30
1978,19,LASH,0,38,indirect,don,numinv
2016,19,LASH,0,4,direct,achat,30
1995,19,SJA,0,25,direct,don,33
2019,19,LASH,0,1,direct,achat,19
1971,19,LASH,0,49,direct,achat,19
1946,19,LASH,1,74,indirect,achat,numinv
2009,19,DROIT,0,11,direct,don,33
2019,19,DROIT,1,1,direct,achat,32
2001,19,DROIT,0,15,direct,achat,numinv
2020,19,DROIT,1,0,direct,achat,34
2003,19,SJA,0,16,direct,achat,65
1969,19,LASH,0,51,indirect,achat,numinv
2020,19,MEDP,0,0,direct,don,QS
2012,19,LASH,1,8,direct,achat,15
1966,19,LASH,0,54,indirect,achat,numinv
2020,19,SCIEN,1,0,direct,achat,57
1985,19,SJA,0,35,direct,achat,33
1973,19,SJA,0,47,direct,achat,33
2009,19,LASH,0,11,direct,achat,94
1971,19,LASH,0,49,indirect,achat,numinv
2020,19,LASH,1,0,direct,achat,82
2001,19,LASH,0,16,indirect,don,numinv
2016,19,LASH,0,4,direct,don,82
1991,19,SJA,0,30,direct,don,33
1976,19,LASH,0,44,indirect,achat,numinv
